# Scalar ASCII output created by CarpetIOScalar
# created on nid22248 by elihu on Apr 24 2017 at 19:17:53-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0000/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid22248-elihu-2017.04.25-00.15.02-4471
# Run ID: run-J0040_N40-nid22248-elihu-2017.04.25-00.15.02-4471
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 5.56591877037396e-05
256 0.432 5.56591877037396e-05
512 0.864 5.56591877037396e-05
768 1.296 5.56591877037396e-05
1024 1.728 5.56591877037396e-05
1280 2.16 5.56591877037396e-05
1536 2.592 0.0977681729240488
1792 3.024 0.109884759345241
2048 3.456 0.0366541866863516
2304 3.888 0.0977681729240488
2560 4.32 0.115581495417329
2816 4.752 0.115582396305211
3072 5.184 0.0977681729240488
3328 5.616 0.115581495417329
3584 6.048 0.115582396305211
3840 6.48 0.0977681729240488
4096 6.912 0.115581495417329
4352 7.344 0.11558240415557
4608 7.776 0.115582431168928
4864 8.208 0.115588298267499
5120 8.64 0.115589524648927
5376 9.072 0.115585660723041
5632 9.504 0.115588298267499
5888 9.936 0.115589524648927
6144 10.368 0.115585660723041
6400 10.8 0.115588298267499
6656 11.232 0.115589524648927
6912 11.664 0.115585660723041
7168 12.096 0.115588298267499
7424 12.528 34996032714.8434
7680 12.96 23330688476.5621
7936 13.392 0.115588298267499
8192 13.824 34996032714.8434
8448 14.256 23330688476.5621
8704 14.688 0.115588298267499
8960 15.12 34996032714.8434
9216 15.552 93322753906.2492
9472 15.984 93322753906.2489
9728 16.416 34996032714.8434
9984 16.848 93322753906.2492
10240 17.28 93322753906.2489
10496 17.712 93322753906.2514
10752 18.144 93322753906.252
11008 18.576 93322753906.25
11264 19.008 93322753906.2514
11520 19.44 93322753906.252
11776 19.872 93322753906.2509
12032 20.304 93322753906.2514
12288 20.736 104988098144.534
12544 21.168 93322753906.25
12800 21.6 93322753906.2514
13056 22.032 104988098144.531
13312 22.464 96679687499.9989
13568 22.896 93322753906.2514
13824 23.328 99449157714.8418
14080 23.76 96679687499.9989
14336 24.192 93322753906.2514
14592 24.624 99449157714.8418
14848 25.056 126462447928.815
15104 25.488 138122572802.899
15360 25.92 99449157714.8418
15616 26.352 126462447928.815
15872 26.784 133754004287.769
16128 27.216 96679687500.0122
16384 27.648 121883998974.228
16640 28.08 133754004287.769
16896 28.512 105122342705.722
17152 28.944 121883998974.228
17408 29.376 131620489060.88
17664 29.808 105122342705.722
17920 30.24 104988098144.532
18176 30.672 105122342705.731
18432 31.104 104988098144.534
18688 31.536 104988098144.532
18944 31.968 143539428710.938
19200 32.4 159635543823.242
19456 32.832 104988098144.532
19712 33.264 143539428710.938
19968 33.696 153173446655.273
20224 34.128 105122342705.732
20480 34.56 136154174804.688
20736 34.992 153173446655.273
20992 35.424 136154174804.688
21248 35.856 154387179762.125
21504 36.288 113644942641.261
21760 36.72 136154174804.688
22016 37.152 154387179762.125
22272 37.584 113644942641.261
22528 38.016 136154174804.688
22784 38.448 154387179762.125
23040 38.88 145422105677.426
23296 39.312 136154174804.688
23552 39.744 154387179762.125
23808 40.176 145422105677.426
24064 40.608 136154174804.688
24320 41.04 154387179762.125
24576 41.472 159635543823.242
24832 41.904 136154174804.688
25088 42.336 154387179762.125
25344 42.768 159635543823.242
25600 43.2 136154174804.688
25856 43.632 154387179762.125
26112 44.064 159635543823.242
26368 44.496 136154174804.688
26624 44.928 142431259155.273
26880 45.36 153173446655.273
27136 45.792 136154174804.688
27392 46.224 143747869879.005
27648 46.656 144785165786.743
27904 47.088 137843746459.111
28160 47.52 146274747326.97
28416 47.952 144785165786.743
28672 48.384 146762079559.266
28928 48.816 146274747326.97
29184 49.248 144785165786.743
29440 49.68 146762079559.266
29696 50.112 146274747326.97
29952 50.544 144785165786.743
30208 50.976 146762079559.266
30464 51.408 146274747326.97
30720 51.84 144785165786.743
30976 52.272 146762079559.266
31232 52.704 146274747326.97
31488 53.136 144785165786.743
31744 53.568 146762079559.266
32000 54 146274747326.97
32256 54.432 144785165786.743
32512 54.864 157437825169.836
32768 55.296 146274747326.97
33024 55.728 144785165786.743
33280 56.16 157437825169.836
33536 56.592 140605095608.748
33792 57.024 144785165786.743
34048 57.456 157437825169.836
34304 57.888 140605095608.748
34560 58.32 144785165786.743
34816 58.752 157437825169.836
35072 59.184 140575603756.589
35328 59.616 144785165786.743
35584 60.048 157437825169.836
35840 60.48 140575603756.589
36096 60.912 144785165786.743
36352 61.344 157437825169.836
36608 61.776 140575603756.589
36864 62.208 144785165786.743
37120 62.64 157437825169.836
