# Scalar ASCII output created by CarpetIOScalar
# created on nid22248 by elihu on Apr 24 2017 at 19:17:53-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0000/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid22248-elihu-2017.04.25-00.15.02-4471
# Run ID: run-J0040_N40-nid22248-elihu-2017.04.25-00.15.02-4471
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
0 0 3.79947155914401e-12
256 0.432 3.79947155914401e-12
512 0.864 3.79666296698173e-12
768 1.296 3.80576357579658e-12
1024 1.728 3.82551540416214e-12
1280 2.16 3.84842960911371e-12
1536 2.592 1.79384151835681e-11
1792 3.024 1.91145230445222e-11
2048 3.456 4.14052788404381e-12
2304 3.888 4.58591180155506e-11
2560 4.32 3.84667837128416e-11
2816 4.752 2.12713563570343e-11
3072 5.184 6.3350755113462e-11
3328 5.616 5.27687135020937e-11
3584 6.048 5.39969921036114e-11
3840 6.48 7.92653073971886e-11
4096 6.912 7.50470305296641e-11
4352 7.344 7.48000420455252e-11
4608 7.776 8.19045773920514e-11
4864 8.208 8.90246599871955e-11
5120 8.64 7.83314439663718e-11
5376 9.072 8.85560946408737e-11
5632 9.504 1.06805070849054e-10
5888 9.936 9.55654409840328e-11
6144 10.368 1.02642397086244e-10
6400 10.8 1.38160960171004e-10
6656 11.232 1.15216544608924e-10
6912 11.664 1.3873188866365e-10
7168 12.096 1.68239053933051e-10
7424 12.528 783.516391312273
7680 12.96 42.1010178638053
7936 13.392 1.95186325332284e-10
8192 13.824 783.516391438945
8448 14.256 81.5005304331778
8704 14.688 2.10241188710688e-10
8960 15.12 1567.03278287203
9216 15.552 244.500903328935
9472 15.984 163.056992541628
9728 16.416 1567.03278290387
9984 16.848 407.501299205076
10240 17.28 326.057439873519
10496 17.712 1573.85700227295
10752 18.144 1160.42307280907
11008 18.576 757.292676804418
11264 19.008 1512.33483232701
11520 19.44 1153.00994468126
11776 19.872 1200.55730719511
12032 20.304 1532.37998716141
12288 20.736 1883.22658003341
12544 21.168 1332.74297185831
12800 21.6 1595.68106702117
